"age","identifies_as_man","identifies_as_woman","identifies_as_hispanic_or_latinx","identifies_as_black","identifies_as_white","highest_education_level","length_in_this_facility","state","party","how_often_discuss_politics","how_get_news","ever_voted","direction_country_headed","how_often_officials_acting_in_your_interest","which_party_for_cj_reform","stance_on_assault_weapons_ban","stance_on_marijuana_legalization","stance_on_tightening_border_security","stance_on_raise_min_wage","race_affects_politics","should_incarcerated_vote","incarceration_impacts_motivation_to_vote","politics_changed_since_incarcerated","cj_important_issue_eliminating_mandatory_mins","cj_important_issue_reducing_racial_bias","cj_important_issue_abolishing_death_penalty","cj_important_issue_lowering_incarceration_rates_rural_communities","cj_important_issue_improving_prison_conds","cj_important_issue_restoring_voting_rights","cj_important_issue_reducing_prison_pop","cj_important_issue_ending_war_on_drugs","cj_important_issue_ending_private_prisons","cj_important_issue_lowering_sentences_violent_crimes","cj_important_issue_raising_wages_incarcerated_workers","who_vote_for","approve_disapprove_trump"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Independent","Very Frequently","National public radio","No","Wrong track","Rarely","Neither is committed","Strongly support","Strongly support","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","1","0","Andrew Yang","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Independent","Occasionally","Newspapers, Local radio","No","Right direction","Sometimes","Neither is committed","Strongly support","Strongly support","Undecided","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","1","0","0","1","1","Don't Know / Would not vote","Approve"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Independent","Occasionally","National public radio","No","In between","Rarely","Neither is committed","Strongly support","Strongly oppose","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","1","1","0","0","0","0","0","0","0","1","0","Bernie Sanders","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Independent","Very Frequently","Newspapers, Local radio","No","Right direction","Sometimes","Neither is committed","Strongly support","Oppose","Support","Strongly support","A great deal","No","No impact","Yes","0","1","1","0","0","0","0","0","0","0","1","Bernie Sanders","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Independent","Never","Local TV news","No","Wrong track","Rarely","Democrats","Strongly support","Support","Strongly support","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","0","0","0","0","1","1","Don't Know / Would not vote","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Local TV news","No","In between","Sometimes","Neither is committed","Undecided","Strongly support","Undecided","Strongly support","A great deal","Don't know / No opinion","Slightly increased my motivation to vote","Yes","0","1","0","0","1","0","0","0","0","0","1","Cory Booker","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Local TV news","No","In between","Rarely","Neither is committed","Strongly support","Strongly support","Strongly oppose","Strongly support","A great deal","Yes","Slightly increased my motivation to vote","Yes","0","1","0","0","0","0","0","0","0","1","1","Kamala Harris","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Very Frequently","National public radio","Yes","Wrong track","Never","Neither is committed","Strongly support","Support","Oppose","Strongly support","Not at all","Yes","No impact","Yes","0","1","1","0","0","1","0","0","0","0","0","Joe Biden","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Rarely","Local TV news","No","In between","Rarely","Neither is committed","Strongly support","Support","Oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","1","1","0","0","0","0","Don't Know / Would not vote","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Local TV news","No","Wrong track","Never","Neither is committed","Strongly oppose","Undecided","Undecided","Strongly support","A great deal","No","No impact","No","0","1","0","1","0","0","1","0","0","0","0","Don't Know / Would not vote","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Local TV news","No","Right direction","Don't know / No opinion","Don't know / No opinion","Undecided","Support","Undecided","Strongly support","Not sure","Yes","Decreased my motivation to vote","No","0","0","1","0","0","0","0","0","0","1","1","Don't Know / Would not vote","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Frequently","Local TV news","No","Wrong track","Never","Republicans","Undecided","Oppose","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","0","0","0","0","0","1","0","0","1","0","Joe Biden","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Local TV news","No","Wrong track","Rarely","Neither is committed","Strongly support","Strongly oppose","Support","Support","Not sure","Yes","No impact","No","0","0","0","0","1","0","1","0","0","1","0","Don't Know / Would not vote","Approve"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Very Frequently","Local TV news","No","In between","Don't know / No opinion","They're equally committed","Strongly oppose","Support","Oppose","Strongly support","Not sure","Don't know / No opinion","Decreased my motivation to vote","No","0","0","0","0","0","1","1","0","0","0","1","Don't Know / Would not vote","Approve"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Rarely","Local TV news","No","Wrong track","Never","Don't know / No opinion","Strongly support","Strongly support","Strongly support","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","0","0","0","1","1","Don't Know / Would not vote","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Frequently","Local TV news","No","Wrong track","Never","Republicans","Undecided","Strongly support","Oppose","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","1","1","0","0","0","0","0","0","1","0","Elizabeth Warren","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Local TV news","No","Wrong track","Sometimes","Neither is committed","Undecided","Strongly support","Oppose","Support","Somewhat","Yes","Increased my motivation to vote","No","0","1","1","0","0","0","0","0","0","1","0","Bernie Sanders","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Frequently","Newspapers, Local radio, National public radio, Local TV news, Cable news, Word of mouth","Yes","In between","Sometimes","Democrats","Strongly support","Support","Support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","0","1","0","0","0","1","Bernie Sanders","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","National public radio","No","No opinion","Sometimes","Neither is committed","Support","Undecided","Strongly support","Undecided","Not at all","Don't know / No opinion","Decreased my motivation to vote","Yes","0","1","1","0","1","0","0","0","0","0","0","Donald Trump","Approve"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Cable news","No","No opinion","Rarely","Neither is committed","Undecided","Support","Undecided","Support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","1","1","0","0","1","0","Joe Biden","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Very Frequently","Local TV news","No","In between","Sometimes","Republicans","Strongly oppose","Strongly support","Strongly support","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","0","1","0","1","0","0","Donald Trump","Approve"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Local TV news","No","In between","Never","Neither is committed","Strongly support","Strongly support","Undecided","Strongly support","Somewhat","No","No impact","Yes","0","0","0","0","1","0","1","0","1","0","0","Don't Know / Would not vote","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Cable news","No","In between","Rarely","Neither is committed","Strongly support","Support","Undecided","Strongly support","Somewhat","Yes","No impact","Yes","0","1","1","1","0","0","0","0","0","0","0","Don't Know / Would not vote","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Frequently","Cable news","No","Wrong track","Never","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Strongly support","A great deal","Yes","Increased my motivation to vote","No","0","0","0","0","0","0","1","0","1","1","0","Don't Know / Would not vote","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Local TV news","No","Wrong track","Never","Neither is committed","Oppose","Strongly support","Oppose","Strongly support","Not at all","Yes","Slightly decreased my motivation to vote","Yes","0","1","0","0","0","0","1","0","1","0","0","Don't Know / Would not vote","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Rarely","Newspapers","No","Wrong track","Rarely","Neither is committed","Strongly support","Strongly support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","1","0","1","0","0","Joe Biden","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Rarely","Newspapers","No","In between","Sometimes","Don't know / No opinion","Undecided","Strongly support","Undecided","Oppose","Somewhat","Don't know / No opinion","Slightly increased my motivation to vote","No","0","1","0","0","0","0","1","1","0","0","0","Kamala Harris","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Cable news","No","Wrong track","Never","Neither is committed","Strongly support","Strongly support","Oppose","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","0","0","0","1","0","1","1","0","0","0","0","Bernie Sanders","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Newspapers","No","In between","Rarely","Neither is committed","Support","Support","Support","Support","Somewhat","Yes","Increased my motivation to vote","Yes","0","0","1","0","1","0","0","0","0","0","1","Bernie Sanders","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"Other","Occasionally","Newspapers","No","In between","Sometimes","Democrats","Support","Support","Support","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","0","1","0","1","0","0","Bernie Sanders","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"The Democratic party","Frequently","Local TV news","No","In between","Rarely","Democrats","Support","Strongly support","Oppose","Strongly support","A great deal","Yes","Increased my motivation to vote","No","0","1","1","0","0","1","0","0","0","0","0","Kamala Harris","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"The Democratic party","Occasionally","Newspapers","No","In between","Sometimes","Democrats","Undecided","Support","Strongly support","Support","Somewhat","No","Increased my motivation to vote","Yes","1","0","0","0","0","1","0","0","0","1","0","Joe Biden","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"The Democratic party","Rarely","Local TV news","No","In between","Rarely","Democrats","Support","Support","Support","Support","Not sure","No","Slightly increased my motivation to vote","Yes","0","1","0","1","0","0","0","0","0","1","0","Joe Biden","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"The Democratic party","Very Frequently","Local TV news","No","In between","Sometimes","Democrats","Strongly support","Support","Oppose","Support","Not at all","Yes","Increased my motivation to vote","No","0","0","0","0","1","0","1","0","0","1","0","Bernie Sanders","Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"The Democratic party","Occasionally","Newspapers","No","In between","Rarely","They're equally committed","Undecided","Support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","1","0","0","0","1","0","Joe Biden","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"The Democratic party","Occasionally","Local TV news","No","Right direction","Never","Neither is committed","Strongly support","Strongly support","Strongly support","Strongly support","A great deal","No","Increased my motivation to vote","Yes","1","1","0","0","0","0","1","0","0","0","0","Donald Trump","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"The Democratic party","Very Frequently","Local TV news","Yes","Wrong track","Sometimes","They're equally committed","Strongly support","Support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","0","1","0","0","1","0","Don't Know / Would not vote","No opinion"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"The Democratic party","Frequently","Local TV news","No","In between","Sometimes","Democrats","Strongly support","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","1","1","0","0","0","0","0","0","0","1","0",NA,"Disapprove"
"36 or older",TRUE,FALSE,FALSE,TRUE,FALSE,"High school or GED or less","Over 10 years",NA,"The Democratic party","Frequently","Newspapers, National public radio, Local TV news, Word of mouth","No","In between","Never","Neither is committed","Strongly oppose","Support","Undecided","Support","A great deal","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","0","0","0","0","0","Joe Biden","Disapprove"
